"","client_nr","yearmonth","credit_application","nr_credit_applications"
"171",6,"201411",0,0
"172",6,"201412",0,0
"173",6,"201501",1,1
"174",6,"201502",0,0
"175",6,"201503",0,0
"176",6,"201504",0,0
"177",6,"201505",0,0
"178",6,"201506",0,0
"179",6,"201507",0,0
"180",6,"201508",0,0
"181",6,"201509",0,0
"182",6,"201510",0,0
"183",6,"201511",0,0
"184",6,"201512",0,0
"185",6,"201601",0,0
"186",6,"201602",0,0
"187",6,"201603",0,0
"188",6,"201604",0,0
"189",6,"201605",0,0
"190",6,"201606",0,0
"191",6,"201607",0,0
"192",6,"201608",0,0
"193",7,"201401",0,0
"194",7,"201402",0,0
"195",7,"201403",0,0
"196",7,"201404",1,1
"197",7,"201405",1,1
"198",7,"201406",0,0
"199",7,"201407",0,0
"200",7,"201408",0,0
"201",7,"201409",0,0
"202",7,"201410",0,0
"203",7,"201411",0,0
"204",7,"201412",0,0
"205",7,"201501",0,0
"206",7,"201502",0,0
"207",7,"201503",1,1
"208",7,"201504",1,1
"209",7,"201505",0,0
"210",7,"201506",0,0
"211",7,"201507",0,0
"212",7,"201508",0,0
"213",7,"201509",0,0
"214",7,"201510",0,0
"215",7,"201511",0,0
"216",7,"201512",0,0
"217",7,"201601",0,0
"218",7,"201602",0,0
"219",7,"201603",0,0
"220",7,"201604",1,1
"221",7,"201605",0,0
"222",7,"201606",0,0
"223",7,"201607",0,0
"224",7,"201608",0,0
"225",8,"201401",0,0
"226",8,"201402",0,0
"227",8,"201403",0,0
"228",8,"201404",0,0
"229",8,"201405",0,0
"230",8,"201406",0,0
"231",8,"201407",0,0
"232",8,"201408",0,0
"233",8,"201409",0,0
"234",8,"201410",0,0
"235",8,"201411",0,0
"236",8,"201412",0,0
"237",8,"201501",0,0
"238",8,"201502",0,0
"239",8,"201503",0,0
"240",8,"201504",0,0
"241",8,"201505",0,0
"242",8,"201506",0,0
"243",8,"201507",0,0
"244",8,"201508",0,0
"245",8,"201509",0,0
"246",8,"201510",0,0
"247",8,"201511",0,0
"248",8,"201512",0,0
"249",8,"201601",1,1
"250",8,"201602",0,0
"251",8,"201603",0,0
"252",8,"201604",0,0
"253",8,"201605",0,0
"254",8,"201606",0,0
"255",8,"201607",0,0
"256",8,"201608",0,0
"257",9,"201401",0,0
"258",9,"201402",0,0
"259",9,"201403",0,0
"260",9,"201404",0,0
"261",9,"201405",0,0
"262",9,"201406",0,0
"263",9,"201407",0,0
"264",9,"201408",0,0
"265",9,"201409",0,0
"266",9,"201410",0,0
"267",9,"201411",0,0
"268",9,"201412",0,0
"269",9,"201501",0,0
"270",9,"201502",0,0
"271",9,"201503",0,0
"272",9,"201504",0,0
"273",9,"201505",0,0
"274",9,"201506",0,0
"275",9,"201507",0,0
"276",9,"201508",0,0
"277",9,"201509",0,0
"278",9,"201510",0,0
"279",9,"201511",0,0
"280",9,"201512",0,0
"281",9,"201601",0,0
"282",9,"201602",0,0
"283",9,"201603",0,0
"284",9,"201604",0,0
"285",9,"201605",0,0
"286",9,"201606",0,0
"287",9,"201607",0,0
"288",9,"201608",0,0
"289",10,"201401",0,0
"290",10,"201402",0,0
"291",10,"201403",0,0
"292",10,"201404",0,0
"293",10,"201405",0,0
"294",10,"201406",0,0
"295",10,"201407",0,0
"296",10,"201408",0,0
"297",10,"201409",0,0
"298",10,"201410",0,0
"299",10,"201411",0,0
"300",10,"201412",0,0
"301",10,"201501",0,0
"302",10,"201502",0,0
"303",10,"201503",0,0
"304",10,"201504",0,0
"305",10,"201505",0,0
"306",10,"201506",0,0
"307",10,"201507",0,0
"308",10,"201508",0,0
"309",10,"201509",0,0
"310",10,"201510",0,0
"311",10,"201511",0,0
"312",10,"201512",0,0
"313",10,"201601",0,0
"314",10,"201602",0,0
"315",10,"201603",0,0
"316",10,"201604",0,0
"317",10,"201605",0,0
"318",10,"201606",0,0
"319",10,"201607",0,0
"320",10,"201608",0,0
"321",11,"201401",0,0
"322",11,"201402",0,0
"323",11,"201403",0,0
"324",11,"201404",0,0
"325",11,"201405",0,0
"326",11,"201406",0,0
"327",11,"201407",0,0
"328",11,"201408",0,0
"329",11,"201409",0,0
"330",11,"201410",0,0
"331",11,"201411",0,0
"332",11,"201412",0,0
"333",11,"201501",0,0
"334",11,"201502",0,0
"335",11,"201503",0,0
"336",11,"201504",0,0
"337",11,"201505",0,0
"338",11,"201506",0,0
"339",11,"201507",0,0
"340",11,"201508",0,0
"341",11,"201509",0,0
"342",11,"201510",0,0
"343",11,"201511",0,0
"344",11,"201512",0,0
"345",11,"201601",0,0
"346",11,"201602",0,0
"347",11,"201603",0,0
"348",11,"201604",0,0
"349",11,"201605",0,0
"350",11,"201606",0,0
"351",11,"201607",0,0
"352",11,"201608",0,0
"353",12,"201401",0,0
"354",12,"201402",0,0
"355",12,"201403",0,0
"356",12,"201404",0,0
"357",12,"201405",0,0
"358",12,"201406",0,0
"359",12,"201407",0,0
"360",12,"201408",0,0
"361",12,"201409",0,0
"362",12,"201410",0,0
"363",12,"201411",0,0
"364",12,"201412",0,0
"365",12,"201501",0,0
"366",12,"201502",0,0
"367",12,"201503",0,0
"368",12,"201504",0,0
"369",12,"201505",1,2
"370",12,"201506",0,0
"371",12,"201507",1,1
"372",12,"201508",0,0
"373",12,"201509",1,1
"374",12,"201510",0,0
"375",12,"201511",0,0
"376",12,"201512",0,0
"377",12,"201601",0,0
"378",12,"201602",0,0
"379",12,"201603",1,1
"380",12,"201604",0,0
"381",12,"201605",0,0
"382",12,"201606",0,0
"383",12,"201607",0,0
"384",12,"201608",0,0
"385",13,"201401",0,0
"386",13,"201402",1,1
"387",13,"201403",0,0
"388",13,"201404",0,0
"389",13,"201405",0,0
"390",13,"201406",1,1
"391",13,"201407",0,0
"392",13,"201408",0,0
"393",13,"201409",0,0
"394",13,"201410",0,0
"395",13,"201411",1,1
"396",13,"201412",0,0
"397",13,"201501",0,0
"398",13,"201502",0,0
"399",13,"201503",0,0
"400",13,"201504",0,0
"401",13,"201505",1,1
"402",13,"201506",0,0
"403",13,"201507",0,0
"404",13,"201508",0,0
"405",13,"201509",0,0
"406",13,"201510",0,0
"407",13,"201511",1,1
"408",13,"201512",0,0
"409",13,"201601",0,0
"410",13,"201602",0,0
"411",13,"201603",0,0
"412",13,"201604",0,0
"413",13,"201605",0,0
"414",13,"201606",1,1
"415",13,"201607",0,0
"416",13,"201608",0,0
"417",14,"201401",0,0
"418",14,"201402",0,0
"419",14,"201403",0,0
"420",14,"201404",0,0
"421",14,"201405",0,0
"422",14,"201406",0,0
"423",14,"201407",0,0
"424",14,"201408",0,0
"425",14,"201409",0,0
"426",14,"201410",0,0
"427",14,"201411",0,0
"428",14,"201412",0,0
"429",14,"201501",0,0
"430",14,"201502",0,0
"431",14,"201503",0,0
"432",14,"201504",0,0
"433",14,"201505",0,0
"434",14,"201506",0,0
"435",14,"201507",0,0
"436",14,"201508",0,0
"437",14,"201509",0,0
"438",14,"201510",0,0
"439",14,"201511",0,0
"440",14,"201512",0,0
"441",14,"201601",0,0
"442",14,"201602",0,0
"443",14,"201603",0,0
"444",14,"201604",0,0
"445",14,"201605",0,0
"446",14,"201606",0,0
"447",14,"201607",0,0
"448",14,"201608",0,0
"449",15,"201401",0,0
"450",15,"201402",0,0
"451",15,"201403",0,0
"452",15,"201404",0,0
"453",15,"201405",0,0
"454",15,"201406",0,0
"455",15,"201407",1,1
"456",15,"201408",0,0
"457",15,"201409",0,0
"458",15,"201410",0,0
"459",15,"201411",0,0
"460",15,"201412",0,0
"461",15,"201501",0,0
"462",15,"201502",0,0
"463",15,"201503",0,0
"464",15,"201504",0,0
"465",15,"201505",0,0
"466",15,"201506",0,0
"467",15,"201507",1,1
"468",15,"201508",0,0
"469",15,"201509",0,0
"470",15,"201510",0,0
"471",15,"201511",0,0
"472",15,"201512",0,0
"473",15,"201601",0,0
"474",15,"201602",0,0
"475",15,"201603",0,0
"476",15,"201604",0,0
"477",15,"201605",0,0
"478",15,"201606",0,0
"479",15,"201607",1,1
"480",15,"201608",0,0
"481",16,"201401",0,0
"482",16,"201402",0,0
"483",16,"201403",0,0
"484",16,"201404",0,0
"485",16,"201405",0,0
"486",16,"201406",0,0
"487",16,"201407",0,0
"488",16,"201408",0,0
"489",16,"201409",0,0
"490",16,"201410",0,0
"491",16,"201411",0,0
"492",16,"201412",0,0
"493",16,"201501",0,0
"494",16,"201502",0,0
"495",16,"201503",0,0
"496",16,"201504",0,0
"497",16,"201505",0,0
"498",16,"201506",0,0
"499",16,"201507",0,0
"500",16,"201508",0,0
"501",16,"201509",0,0
"502",16,"201510",0,0
"503",16,"201511",0,0
"504",16,"201512",0,0
"505",16,"201601",0,0
"506",16,"201602",0,0
"507",16,"201603",0,0
"508",16,"201604",0,0
"509",16,"201605",0,0
"510",16,"201606",0,0
"511",16,"201607",0,0
"512",16,"201608",0,0
"513",17,"201401",0,0
"514",17,"201402",0,0
"515",17,"201403",0,0
"516",17,"201404",0,0
"517",17,"201405",0,0
"518",17,"201406",0,0
"519",17,"201407",0,0
"520",17,"201408",0,0
"521",17,"201409",0,0
"522",17,"201410",0,0
"523",17,"201411",0,0
"524",17,"201412",0,0
"525",17,"201501",0,0
"526",17,"201502",0,0
"527",17,"201503",0,0
"528",17,"201504",0,0
"529",17,"201505",0,0
"530",17,"201506",0,0
"531",17,"201507",0,0
"532",17,"201508",0,0
"533",17,"201509",0,0
"534",17,"201510",0,0
"535",17,"201511",0,0
"536",17,"201512",0,0
"537",17,"201601",0,0
"538",17,"201602",0,0
"539",17,"201603",0,0
"540",17,"201604",0,0
"541",17,"201605",0,0
"542",17,"201606",0,0
"543",17,"201607",0,0
"544",17,"201608",0,0
"545",18,"201401",1,1
"546",18,"201402",0,0
"547",18,"201403",1,3
"548",18,"201404",0,0
"549",18,"201405",0,0
"550",18,"201406",0,0
"551",18,"201407",0,0
"552",18,"201408",0,0
"553",18,"201409",0,0
"554",18,"201410",1,1
"555",18,"201411",0,0
"556",18,"201412",0,0
"557",18,"201501",0,0
"558",18,"201502",1,1
"559",18,"201503",1,1
"560",18,"201504",1,1
"561",18,"201505",0,0
"562",18,"201506",0,0
"563",18,"201507",1,1
"564",18,"201508",0,0
"565",18,"201509",0,0
"566",18,"201510",1,1
"567",18,"201511",1,1
"568",18,"201512",0,0
"569",18,"201601",0,0
"570",18,"201602",1,1
"571",18,"201603",0,0
"572",18,"201604",1,1
"573",18,"201605",0,0
"574",18,"201606",0,0
"575",18,"201607",0,0
"576",18,"201608",0,0
"577",19,"201401",0,0
"578",19,"201402",0,0
"579",19,"201403",0,0
"580",19,"201404",0,0
"581",19,"201405",0,0
"582",19,"201406",0,0
"583",19,"201407",0,0
"584",19,"201408",0,0
"585",19,"201409",0,0
"586",19,"201410",0,0
"587",19,"201411",0,0
"588",19,"201412",0,0
"589",19,"201501",0,0
"590",19,"201502",0,0
"591",19,"201503",0,0
"592",19,"201504",0,0
"593",19,"201505",0,0
"594",19,"201506",0,0
"595",19,"201507",0,0
"596",19,"201508",0,0
"597",19,"201509",0,0
"598",19,"201510",0,0
"599",19,"201511",0,0
"600",19,"201512",0,0
"601",19,"201601",0,0
"602",19,"201602",0,0
"603",19,"201603",0,0
"604",19,"201604",0,0
"605",19,"201605",0,0
"606",19,"201606",0,0
"607",19,"201607",0,0
"608",19,"201608",0,0
"609",20,"201401",0,0
"610",20,"201402",0,0
"611",20,"201403",0,0
"612",20,"201404",0,0
"613",20,"201405",0,0
"614",20,"201406",0,0
"615",20,"201407",0,0
"616",20,"201408",0,0
"617",20,"201409",0,0
"618",20,"201410",0,0
"619",20,"201411",0,0
"620",20,"201412",0,0
"621",20,"201501",0,0
"622",20,"201502",0,0
"623",20,"201503",0,0
"624",20,"201504",0,0
"625",20,"201505",0,0
"626",20,"201506",0,0
"627",20,"201507",0,0
"628",20,"201508",0,0
"629",20,"201509",0,0
"630",20,"201510",0,0
"631",20,"201511",0,0
"632",20,"201512",0,0
"633",20,"201601",0,0
"634",20,"201602",0,0
"635",20,"201603",0,0
"636",20,"201604",0,0
"637",20,"201605",0,0
"638",20,"201606",0,0
"639",20,"201607",0,0
"640",20,"201608",0,0
"641",21,"201401",0,0
"642",21,"201402",0,0
"643",21,"201403",0,0
"644",21,"201404",0,0
"645",21,"201405",0,0
"646",21,"201406",0,0
"647",21,"201407",0,0
"648",21,"201408",0,0
"649",21,"201409",0,0
"650",21,"201410",0,0
"651",21,"201411",0,0
"652",21,"201412",0,0
"653",21,"201501",0,0
"654",21,"201502",0,0
"655",21,"201503",0,0
"656",21,"201504",0,0
"657",21,"201505",0,0
"658",21,"201506",0,0
"659",21,"201507",0,0
"660",21,"201508",0,0
"661",21,"201509",0,0
"662",21,"201510",0,0
"663",21,"201511",0,0
"664",21,"201512",0,0
"665",21,"201601",0,0
"666",21,"201602",0,0
"667",21,"201603",0,0
"668",21,"201604",0,0
"669",21,"201605",0,0
"670",21,"201606",0,0
"671",21,"201607",0,0
"672",21,"201608",0,0
"673",22,"201401",0,0
"674",22,"201402",0,0
"675",22,"201403",0,0
"676",22,"201404",0,0
"677",22,"201405",0,0
"678",22,"201406",0,0
"679",22,"201407",0,0
"680",22,"201408",0,0
"681",22,"201409",0,0
"682",22,"201410",0,0
"683",22,"201411",0,0
"684",22,"201412",0,0
"685",22,"201501",0,0
"686",22,"201502",0,0
"687",22,"201503",0,0
"688",22,"201504",0,0
"689",22,"201505",0,0
"690",22,"201506",0,0
"691",22,"201507",0,0
"692",22,"201508",0,0
"693",22,"201509",0,0
"694",22,"201510",0,0
"695",22,"201511",0,0
"696",22,"201512",0,0
"697",22,"201601",0,0
"698",22,"201602",0,0
"699",22,"201603",0,0
"700",22,"201604",0,0
"701",22,"201605",0,0
"702",22,"201606",0,0
"703",22,"201607",0,0
"704",22,"201608",0,0
"705",23,"201401",0,0
"706",23,"201402",0,0
"707",23,"201403",0,0
"708",23,"201404",0,0
"709",23,"201405",1,1
"710",23,"201406",0,0
"711",23,"201407",0,0
"712",23,"201408",0,0
"713",23,"201409",0,0
"714",23,"201410",0,0
"715",23,"201411",0,0
"716",23,"201412",0,0
"717",23,"201501",0,0
"718",23,"201502",1,1
"719",23,"201503",1,2
"720",23,"201504",1,2
"721",23,"201505",0,0
"722",23,"201506",0,0
"723",23,"201507",0,0
"724",23,"201508",1,2
"725",23,"201509",0,0
"726",23,"201510",0,0
"727",23,"201511",0,0
"728",23,"201512",1,1
"729",23,"201601",0,0
"730",23,"201602",0,0
"731",23,"201603",1,1
"732",23,"201604",0,0
"733",23,"201605",0,0
"734",23,"201606",1,1
"735",23,"201607",0,0
"736",23,"201608",0,0
"737",24,"201401",0,0
"738",24,"201402",0,0
"739",24,"201403",0,0
"740",24,"201404",0,0
"741",24,"201405",0,0
"742",24,"201406",0,0
"743",24,"201407",0,0
"744",24,"201408",0,0
"745",24,"201409",0,0
"746",24,"201410",0,0
"747",24,"201411",0,0
"748",24,"201412",0,0
"749",24,"201501",0,0
"750",24,"201502",0,0
"751",24,"201503",0,0
"752",24,"201504",0,0
"753",24,"201505",0,0
"754",24,"201506",0,0
"755",24,"201507",0,0
"756",24,"201508",0,0
"757",24,"201509",0,0
"758",24,"201510",0,0
"759",24,"201511",0,0
"760",24,"201512",0,0
"761",24,"201601",0,0
"762",24,"201602",0,0
"763",24,"201603",0,0
"764",24,"201604",0,0
"765",24,"201605",0,0
"766",24,"201606",0,0
"767",24,"201607",0,0
"768",24,"201608",0,0
"769",25,"201401",0,0
"770",25,"201402",0,0
"771",25,"201403",0,0
"772",25,"201404",0,0
"773",25,"201405",0,0
"774",25,"201406",0,0
"775",25,"201407",0,0
"776",25,"201408",0,0
"777",25,"201409",0,0
"778",25,"201410",0,0
"779",25,"201411",0,0
"780",25,"201412",0,0
"781",25,"201501",0,0
"782",25,"201502",0,0
"783",25,"201503",0,0
"784",25,"201504",0,0
"785",25,"201505",0,0
"786",25,"201506",0,0
"787",25,"201507",0,0
"788",25,"201508",0,0
"789",25,"201509",0,0
"790",25,"201510",0,0
"791",25,"201511",0,0
"792",25,"201512",0,0
"793",25,"201601",0,0
"794",25,"201602",0,0
"795",25,"201603",0,0
"796",25,"201604",0,0
"797",25,"201605",0,0
"798",25,"201606",0,0
"799",25,"201607",1,1
"800",25,"201608",0,0
"801",26,"201401",0,0
"802",26,"201402",0,0
"803",26,"201403",0,0
"804",26,"201404",0,0
"805",26,"201405",0,0
"806",26,"201406",0,0
"807",26,"201407",0,0
"808",26,"201408",0,0
"809",26,"201409",0,0
"810",26,"201410",0,0
"811",26,"201411",0,0
"812",26,"201412",0,0
"813",26,"201501",0,0
"814",26,"201502",0,0
"815",26,"201503",0,0
"816",26,"201504",0,0
"817",26,"201505",0,0
"818",26,"201506",0,0
"819",26,"201507",0,0
"820",26,"201508",0,0
"821",26,"201509",0,0
"822",26,"201510",0,0
"823",26,"201511",0,0
"824",26,"201512",0,0
"825",26,"201601",0,0
"826",26,"201602",0,0
"827",26,"201603",0,0
"828",26,"201604",0,0
"829",26,"201605",0,0
"830",26,"201606",0,0
"831",26,"201607",0,0
"832",26,"201608",0,0
"833",27,"201401",0,0
"834",27,"201402",0,0
"835",27,"201403",0,0
"836",27,"201404",0,0
"837",27,"201405",0,0
"838",27,"201406",0,0
"839",27,"201407",0,0
"840",27,"201408",0,0
"841",27,"201409",0,0
"842",27,"201410",0,0
"843",27,"201411",0,0
"844",27,"201412",0,0
"845",27,"201501",0,0
"846",27,"201502",0,0
"847",27,"201503",0,0
"848",27,"201504",0,0
"849",27,"201505",0,0
"850",27,"201506",0,0
"851",27,"201507",0,0
"852",27,"201508",0,0
"853",27,"201509",0,0
"854",27,"201510",0,0
"855",27,"201511",0,0
"856",27,"201512",0,0
"857",27,"201601",0,0
"858",27,"201602",0,0
"859",27,"201603",0,0
"860",27,"201604",0,0
"861",27,"201605",0,0
"862",27,"201606",0,0
"863",27,"201607",0,0
"864",27,"201608",0,0
"865",28,"201401",0,0
"866",28,"201402",0,0
"867",28,"201403",0,0
"868",28,"201404",0,0
"869",28,"201405",0,0
"870",28,"201406",0,0
"871",28,"201407",0,0
"872",28,"201408",0,0
"873",28,"201409",0,0
"874",28,"201410",1,1
"875",28,"201411",1,1
"876",28,"201412",1,2
"877",28,"201501",0,0
"878",28,"201502",0,0
"879",28,"201503",0,0
"880",28,"201504",0,0
"881",28,"201505",0,0
"882",28,"201506",0,0
"883",28,"201507",0,0
"884",28,"201508",0,0
"885",28,"201509",0,0
"886",28,"201510",0,0
"887",28,"201511",0,0
"888",28,"201512",0,0
"889",28,"201601",0,0
"890",28,"201602",0,0
"891",28,"201603",0,0
"892",28,"201604",1,2
"893",28,"201605",0,0
"894",28,"201606",0,0
"895",28,"201607",0,0
"896",28,"201608",0,0
"897",29,"201401",0,0
"898",29,"201402",0,0
"899",29,"201403",0,0
"900",29,"201404",0,0
"901",29,"201405",0,0
"902",29,"201406",0,0
"903",29,"201407",0,0
"904",29,"201408",0,0
"905",29,"201409",0,0
"906",29,"201410",0,0
"907",29,"201411",0,0
"908",29,"201412",0,0
"909",29,"201501",0,0
"910",29,"201502",0,0
"911",29,"201503",0,0
"912",29,"201504",0,0
"913",29,"201505",0,0
"914",29,"201506",0,0
"915",29,"201507",0,0
"916",29,"201508",0,0
"917",29,"201509",0,0
"918",29,"201510",0,0
"919",29,"201511",0,0
"920",29,"201512",0,0
"921",29,"201601",0,0
"922",29,"201602",0,0
"923",29,"201603",0,0
"924",29,"201604",0,0
"925",29,"201605",0,0
"926",29,"201606",0,0
"927",29,"201607",0,0
"928",29,"201608",0,0
"929",30,"201401",0,0
"930",30,"201402",0,0
"931",30,"201403",0,0
"932",30,"201404",0,0
"933",30,"201405",0,0
"934",30,"201406",1,1
"935",30,"201407",0,0
"936",30,"201408",0,0
"937",30,"201409",0,0
"938",30,"201410",0,0
"939",30,"201411",1,1
"940",30,"201412",0,0
"941",30,"201501",0,0
"942",30,"201502",0,0
"943",30,"201503",0,0
"944",30,"201504",0,0
"945",30,"201505",0,0
"946",30,"201506",0,0
"947",30,"201507",0,0
"948",30,"201508",0,0
"949",30,"201509",0,0
"950",30,"201510",0,0
"951",30,"201511",0,0
"952",30,"201512",0,0
"953",30,"201601",0,0
"954",30,"201602",0,0
"955",30,"201603",0,0
"956",30,"201604",0,0
"957",30,"201605",0,0
"958",30,"201606",0,0
"959",30,"201607",0,0
"960",30,"201608",0,0
"961",31,"201401",0,0
"962",31,"201402",0,0
"963",31,"201403",0,0
"964",31,"201404",0,0
"965",31,"201405",0,0
"966",31,"201406",0,0
"967",31,"201407",0,0
"968",31,"201408",0,0
"969",31,"201409",0,0
"970",31,"201410",0,0
"971",31,"201411",1,1
"972",31,"201412",0,0
"973",31,"201501",0,0
"974",31,"201502",0,0
"975",31,"201503",0,0
"976",31,"201504",0,0
"977",31,"201505",0,0
"978",31,"201506",0,0
"979",31,"201507",0,0
"980",31,"201508",0,0
"981",31,"201509",0,0
"982",31,"201510",0,0
"983",31,"201511",0,0
"984",31,"201512",0,0
"985",31,"201601",0,0
"986",31,"201602",0,0
"987",31,"201603",0,0
"988",31,"201604",0,0
"989",31,"201605",0,0
"990",31,"201606",0,0
"991",31,"201607",0,0
"992",31,"201608",0,0
"993",32,"201401",0,0
"994",32,"201402",0,0
"995",32,"201403",0,0
"996",32,"201404",0,0
"997",32,"201405",1,1
"998",32,"201406",0,0
"999",32,"201407",0,0
"1000",32,"201408",0,0
"1001",32,"201409",0,0
"1002",32,"201410",0,0
"1003",32,"201411",0,0
"1004",32,"201412",1,2
"1005",32,"201501",0,0
"1006",32,"201502",0,0
"1007",32,"201503",0,0
"1008",32,"201504",0,0
"1009",32,"201505",1,1
"1010",32,"201506",1,1
"1011",32,"201507",0,0
"1012",32,"201508",0,0
"1013",32,"201509",0,0
"1014",32,"201510",0,0
"1015",32,"201511",0,0
"1016",32,"201512",0,0
"1017",32,"201601",0,0
"1018",32,"201602",0,0
"1019",32,"201603",0,0
"1020",32,"201604",0,0
"1021",32,"201605",0,0
"1022",32,"201606",0,0
"1023",32,"201607",0,0
"1024",32,"201608",0,0
"1025",33,"201401",0,0
"1026",33,"201402",0,0
"1027",33,"201403",0,0
"1028",33,"201404",0,0
"1029",33,"201405",0,0
"1030",33,"201406",0,0
"1031",33,"201407",1,2
"1032",33,"201408",0,0
"1033",33,"201409",0,0
"1034",33,"201410",0,0
"1035",33,"201411",0,0
"1036",33,"201412",0,0
"1037",33,"201501",0,0
"1038",33,"201502",0,0
"1039",33,"201503",0,0
"1040",33,"201504",0,0
"1041",33,"201505",0,0
"1042",33,"201506",0,0
"1043",33,"201507",0,0
"1044",33,"201508",0,0
"1045",33,"201509",0,0
"1046",33,"201510",0,0
"1047",33,"201511",1,1
"1048",33,"201512",0,0
"1049",33,"201601",0,0
"1050",33,"201602",0,0
"1051",33,"201603",0,0
"1052",33,"201604",0,0
"1053",33,"201605",0,0
"1054",33,"201606",0,0
"1055",33,"201607",0,0
"1056",33,"201608",0,0
"1057",34,"201401",0,0
"1058",34,"201402",0,0
"1059",34,"201403",0,0
"1060",34,"201404",0,0
"1061",34,"201405",0,0
"1062",34,"201406",0,0
"1063",34,"201407",0,0
"1064",34,"201408",0,0
"1065",34,"201409",0,0
"1066",34,"201410",0,0
"1067",34,"201411",0,0
